Age,Purchase_Amount,Year,Month,Day,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_Mexico,Country_UK,Country_USA,Payment_Method_Cash on Delivery,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_PayPal,Payment_Method_UPI,Product_Category_Label
46,600.18,2024,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
20,747.47,2024,10,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
31,320.41,2024,6,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
46,288.23,2024,12,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
29,199.99,2025,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
26,57.78,2024,1,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
60,537.06,2025,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
27,592.23,2023,11,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
61,213.34,2024,10,31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
48,126.43,2023,9,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
39,37.55,2023,12,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
32,705.41,2023,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
69,847.09,2024,9,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
25,490.49,2025,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
41,302.49,2023,8,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
65,564.97,2023,9,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
70,630.06,2024,6,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
65,636.97,2024,8,29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5
30,747.99,2023,12,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
56,224.84,2023,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
38,679.45,2023,6,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
54,689.06,2023,9,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
32,787.67,2025,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
68,133.23,2024,4,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
31,765.85,2023,6,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
60,947.63,2023,3,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8
70,739.91,2023,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
41,401.39,2024,12,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
49,69.94,2024,2,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
29,289.21,2024,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
47,12.05,2024,1,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
42,653.5,2024,9,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
20,344.82,2023,10,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
37,272.39,2023,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
53,720.02,2023,5,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
23,994.57,2024,10,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
61,120.83,2023,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
44,498.47,2024,5,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6
25,68.55,2024,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6
31,824.63,2024,6,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
36,573.08,2024,5,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
49,715.23,2024,11,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
46,796.88,2024,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5
36,635.52,2024,8,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
55,570.92,2024,4,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
29,220.55,2024,9,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
39,281.9,2024,9,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
28,882.74,2024,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
49,245.84,2023,11,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
21,409.62,2024,12,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
62,541.24,2023,10,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
31,114.57,2023,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
34,761.88,2024,7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
61,49.0,2023,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
44,364.21,2023,12,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
27,300.85,2023,8,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7
33,393.14,2023,4,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6
48,984.6,2024,8,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
60,839.79,2023,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
27,854.94,2024,6,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
26,639.35,2023,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
69,300.39,2024,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
47,825.01,2023,6,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
62,971.23,2024,4,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
47,427.81,2024,4,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
70,36.93,2024,1,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
52,773.95,2023,7,30,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
28,176.83,2023,4,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
31,958.73,2023,8,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
27,165.54,2024,7,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
42,940.41,2023,5,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
30,454.97,2024,10,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
56,811.12,2023,7,26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
44,901.96,2024,8,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
51,282.42,2024,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
49,444.23,2024,7,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
46,403.87,2024,6,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,903.44,2023,7,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8
32,631.18,2023,11,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
70,122.36,2024,7,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
42,530.1,2024,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
46,55.68,2025,1,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
24,975.28,2023,8,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
63,221.16,2024,3,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
70,580.79,2023,7,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
31,985.21,2023,12,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5
41,824.44,2023,5,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
53,292.0,2025,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7
51,596.09,2025,2,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
52,463.19,2024,3,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
48,547.53,2023,7,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
27,462.12,2023,4,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6
70,277.08,2023,10,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
50,595.14,2024,1,22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
57,332.24,2024,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
63,252.37,2025,2,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6
24,393.3,2023,11,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7
26,157.38,2023,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
62,923.26,2023,10,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
25,183.32,2023,6,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
65,259.77,2024,5,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
43,144.63,2024,6,29,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
58,280.84,2024,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
58,559.73,2024,8,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
26,401.75,2024,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
51,694.38,2024,2,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6
27,121.22,2023,7,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
46,775.38,2023,12,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8
43,160.54,2024,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
49,429.21,2024,10,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
36,656.47,2023,8,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
26,551.14,2024,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
19,303.89,2024,1,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6
19,709.86,2024,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
64,253.6,2025,1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
69,396.6,2023,9,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
47,556.79,2023,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
67,529.85,2024,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
48,892.03,2024,5,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
46,454.83,2023,8,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
60,471.36,2024,6,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
31,222.96,2024,3,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
56,231.91,2024,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
67,643.8,2025,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
50,656.93,2023,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
19,453.45,2023,10,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
18,843.17,2024,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
49,327.53,2024,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8
45,123.82,2024,8,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
52,34.37,2023,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
38,521.22,2023,9,23,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
55,877.25,2024,7,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
56,928.52,2023,8,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
70,66.81,2024,9,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
68,35.59,2023,8,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
21,977.76,2023,12,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
22,65.25,2023,6,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8
38,576.72,2024,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
46,971.87,2023,9,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
55,366.99,2025,2,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
21,889.64,2024,2,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
34,16.61,2024,10,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
34,158.21,2023,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8
47,657.38,2023,11,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
69,145.68,2024,4,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
27,757.46,2023,11,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
61,580.98,2023,7,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
32,893.64,2024,4,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
18,331.97,2024,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
66,906.92,2024,10,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
44,427.92,2024,6,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
19,365.0,2024,10,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5
21,817.5,2024,4,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
41,17.35,2023,4,26,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
29,709.19,2023,6,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
53,269.36,2023,8,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
21,97.95,2024,2,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
61,653.01,2023,9,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7
39,924.22,2024,2,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6
34,142.91,2024,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
47,987.61,2023,5,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
42,810.2,2024,3,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
42,750.02,2023,3,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
53,193.84,2023,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
37,185.3,2024,6,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8
61,425.41,2023,10,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
27,140.77,2025,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45,189.57,2024,2,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
50,142.61,2023,4,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
51,896.26,2024,9,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
61,21.34,2025,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
23,362.44,2023,9,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
68,908.48,2023,11,27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
44,51.6,2023,9,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
57,401.4,2024,8,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
54,779.22,2024,8,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
65,735.69,2024,4,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8
69,30.83,2024,2,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8
33,144.08,2024,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7
30,575.98,2023,6,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
32,934.77,2024,6,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
23,720.38,2023,5,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6
32,836.75,2024,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
34,910.97,2024,5,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
67,410.68,2024,5,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
47,325.98,2024,11,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
47,519.05,2024,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
37,37.34,2023,10,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
55,600.9,2025,1,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
57,976.21,2023,10,26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
44,652.58,2023,12,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8
23,827.6,2025,1,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
54,75.75,2024,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
44,816.67,2024,4,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
61,265.53,2024,7,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
56,402.82,2023,7,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
60,518.81,2023,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
58,176.1,2024,2,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
61,614.34,2023,8,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7
55,488.39,2024,1,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
59,363.19,2023,10,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7
46,482.85,2024,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
48,65.81,2024,10,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8
33,439.16,2023,3,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
47,873.04,2023,12,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
51,981.2,2023,7,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
23,249.71,2024,5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
26,753.18,2024,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
29,508.08,2025,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
42,332.14,2024,7,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5
67,155.39,2024,3,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
42,952.1,2024,3,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
43,505.78,2023,6,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
32,311.1,2023,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
67,794.77,2024,11,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
25,955.07,2023,6,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
64,507.61,2024,10,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
26,265.2,2023,5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
40,170.34,2024,8,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
51,874.45,2025,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
61,419.42,2023,4,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
53,467.89,2025,1,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
69,90.57,2023,12,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
43,748.66,2023,7,21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8
56,33.0,2024,6,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
40,402.19,2023,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
54,392.71,2024,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
40,297.32,2023,5,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7
38,928.37,2024,12,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
53,246.03,2023,4,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
68,990.47,2024,6,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
68,932.19,2024,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
58,648.46,2023,12,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
47,151.11,2023,7,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
27,806.12,2023,4,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
20,623.17,2023,11,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
37,955.83,2023,8,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
28,436.93,2024,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
60,792.75,2023,3,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
36,384.07,2025,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
28,742.4,2024,12,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
32,687.44,2024,8,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8
41,622.58,2023,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
25,29.65,2024,3,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
48,111.67,2024,8,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
43,982.08,2024,12,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
50,240.17,2024,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7
28,350.66,2023,7,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
61,898.17,2023,10,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
46,47.36,2024,6,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
60,849.91,2024,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
48,395.1,2024,2,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
18,452.88,2024,1,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
30,428.35,2024,1,19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7
26,242.78,2023,9,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
34,647.51,2023,5,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
40,475.33,2023,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
29,30.24,2023,8,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6
44,396.48,2023,3,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
68,603.55,2024,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8
33,400.13,2025,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
47,907.17,2023,8,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7
36,162.93,2024,6,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
23,832.93,2024,12,14,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
49,432.26,2024,12,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
34,850.16,2024,8,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
49,258.66,2023,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
54,484.33,2024,9,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
47,288.53,2025,2,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
48,311.92,2024,5,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
51,843.61,2023,10,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
51,564.0,2023,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
67,747.9,2024,8,31,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
18,212.52,2024,11,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
23,827.77,2023,8,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8
39,286.82,2024,10,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
62,790.75,2024,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
36,254.65,2024,3,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
55,741.38,2024,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8
37,249.59,2024,2,21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
68,672.6,2024,4,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
53,831.87,2024,3,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
32,428.03,2023,7,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
67,730.92,2025,2,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8
65,411.89,2023,5,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
53,553.93,2024,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
41,996.87,2024,9,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
68,32.24,2023,11,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
28,769.75,2024,9,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
46,294.27,2024,6,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
34,691.1,2023,3,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
31,276.87,2023,4,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6
28,670.65,2024,7,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
31,220.15,2024,5,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
